iso,Country,CSCC_mean,CSCC_gtc_mean,Fa_mean,Fa_tf_mean,Fa_mf_mean,Fb_mean,Fc_mean,Fab_mean,Fab_tf_mean,Fab_mf_mean,Fabc_mean,Fabc_tf_mean,Fabc_mf_mean,Fa_Wdom_mean,Fa_tf_Wdom_mean,Fa_mf_Wdom_mean,Fb_Wdom_mean,Fc_Wdom_mean,Fab_Wdom_mean,Fab_tf_Wdom_mean,Fab_mf_Wdom_mean,Fabc_Wdom_mean,Fabc_tf_Wdom_mean,Fabc_mf_Wdom_mean,Fa_Wout_mean,Fa_tf_Wout_mean,Fa_mf_Wout_mean,Fb_Wout_mean,Fc_Wout_mean,Fab_Wout_mean,Fab_tf_Wout_mean,Fab_mf_Wout_mean,Fabc_Wout_mean,Fabc_tf_Wout_mean,Fabc_mf_Wout_mean,Fa_Win_mean,Fa_tf_Win_mean,Fa_mf_Win_mean,Fb_Win_mean,Fc_Win_mean,Fab_Win_mean,Fab_tf_Win_mean,Fab_mf_Win_mean,Fabc_Win_mean,Fabc_tf_Win_mean,Fabc_mf_Win_mean,Fa_Wnet_mean,Fa_tf_Wnet_mean,Fa_mf_Wnet_mean,Fb_Wnet_mean,Fc_Wnet_mean,Fab_Wnet_mean,Fab_tf_Wnet_mean,Fab_mf_Wnet_mean,Fabc_Wnet_mean,Fabc_tf_Wnet_mean,Fabc_mf_Wnet_mean
AUS,Australia,0.9053053607988489,3.3170388419669825,0.031349715,0.012442941,0.011929596,-0.0100118775,-0.10975505897688512,0.021337837345418928,0.002431063346085548,0.0019177183429574963,-0.08841722163146619,-0.10732399563079957,-0.10783734063392762,0.10398822182684353,0.041273718094763275,0.03957093278005786,-0.03320978654851529,-0.3640617937287049,0.07077843527832824,0.008063931546247984,0.006361146231542574,-0.2932833584503766,-0.3559978621824569,-0.3577006474971623,19.71726861724802,7.8259342472662805,7.503068110527659,-6.296927388458471,-69.02997333850945,13.42034122878955,1.5290068588078092,1.2061407220691878,-55.609632109719904,-67.50096647970165,-67.82383261644027,11.10719001773194,7.305778397403501,5.644736580478645,-3.8518559366369667,-31.122816665039316,7.24085015146525,3.4478823821130997,1.7868405114464463,-23.48842691878881,-27.28139468814096,-28.942436558807614,8.610078599516081,0.5201558498627792,1.8583315300490142,-2.445071451821504,-37.90715667347013,6.1794910773242995,-1.9188755233052905,-0.5806997893772585,-32.12120519093109,-40.21957179156068,-38.88139605763266
AUT,Austria,-0.25427674842478415,-0.9316700062284091,0.0026434965,0.002294601,0.002294601,0.00118526125,-0.017986785492697898,0.0038287577466028927,0.0034798621912407873,0.0034798621912407873,-0.014158027746095005,-0.01450692330145711,-0.01450692330145711,-0.002462866397454795,-0.002137810873217518,-0.002137810873217518,-0.0011042723561697921,0.01675774855201091,-0.003567138753624587,-0.0032420832293873097,-0.0032420832293873097,0.013190609798386323,0.0135156653226236,0.0135156653226236,1.6738472241412148,1.4529285062202522,1.4529285062202522,0.7505008066945343,-11.389132161463408,2.4243480308357492,2.2034293129147864,2.2034293129147864,-8.964784130627658,-9.18570284854862,-9.18570284854862,-3.1464656059780762,-2.0614581408984365,-1.5944364219409655,1.0923182674179817,8.827088117418578,-2.0500793138491784,-0.9674434218166527,-0.500421659998578,6.66647375885244,7.749109650884966,8.21613141270304,4.820312830119291,3.5143866471186884,3.0473649281612176,-0.3418174607234473,-20.216220278881984,4.474427344684928,3.170872734731439,2.703850972913364,-15.631257889480098,-16.934812499433587,-17.40183426125166
AZE,Azerbaijan,0.035167111071067195,0.12885229496439024,0.0006638768,0.00018589904,0.00018589904,-0.000818989,-0.009707946937085637,-0.00015511217545339465,-0.0006330899564278647,-0.0006330899564278647,-0.00986305911253903,-0.0103410368935135,-0.0103410368935135,8.554205241650194e-05,2.3953518395954807e-05,2.3953518395954807e-05,-0.000105528612200591,-0.0012508912422360074,-1.998655978408906e-05,-8.15750938046362e-05,-8.15750938046362e-05,-0.0012708778020200963,-0.0013324663360406433,-0.0013324663360406433,0.41965904298551043,0.11751308651372759,0.11751308651372759,-0.5177107066365624,-6.136722311030864,-0.09805166365105196,-0.4001976201228348,-0.4001976201228348,-6.234773974681915,-6.536919931153698,-6.536919931153698,0.4354191473818033,0.2853765178107233,0.22078627527639264,-0.1508120995404699,-1.2218751389224318,0.2840444337291998,0.13432981124791235,0.06973953206507175,-0.9225434317052416,-1.0722580541865292,-1.1368483333693697,-0.015760104396292884,-0.1678634312969957,-0.10327318876266504,-0.36689860709609246,-4.914847172108432,-0.38209609738025174,-0.5345274313707471,-0.46993715218790655,-5.312230542976674,-5.464661876967169,-5.400071597784328
BAY,Baykonur Cosmodrome,,,1.7914026e-05,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDI,Burundi,0.17555841921244095,0.6432460479943837,0.0015295871,0.00096892426,0.00096892426,-0.0006733195,-0.00015280523171050302,0.0008562675834961534,0.0002956047579042912,0.0002956047579042912,0.0007034623517856504,0.00014279952619378815,0.00014279952619378815,0.000983900846522156,0.0006232566997028263,0.0006232566997028263,-0.0004331101074125544,-9.829136141064715e-05,0.0005507907391096017,0.00019014659229027185,0.00019014659229027185,0.0004524993776989545,9.18552308796247e-05,9.18552308796247e-05,0.9661170309866447,0.6119914566471206,0.6119914566471206,-0.4252817268556962,-0.09651476426039572,0.5408353041309485,0.1867097297914244,0.1867097297914244,0.44432053987055276,0.09019496553102865,0.09019496553102865,2.173107538243592,1.4241300252341476,1.101687742454477,-0.7529657168884092,-6.105892954816353,1.4173331765274944,0.6699930843715942,0.3475506953190887,-4.612243882957101,-5.359583975113001,-5.682026364165506,-1.2069905072569471,-0.8121385685870269,-0.48969628580735647,0.327683990032713,6.009378190555958,-0.8764978723965459,-0.4832833545801698,-0.16084096552766433,5.056564422827654,5.44977894064403,5.772221329696535
BEL,Belgium,-0.11915493618629437,-0.4365836861865827,0.0002905615,0.000109339606,0.000109339606,-0.00044618225,-0.026609250746868714,-0.00015562075348703565,-0.0003368426441577487,-0.0003368426441577487,-0.02676487150035575,-0.026946093391026462,-0.026946093391026462,-0.0001268544092115199,-4.77358881647981e-05,-4.77358881647981e-05,0.0001947958914160234,0.011617164777731023,6.794148220450352e-05,0.00014706000325122532,0.00014706000325122532,0.011685106259935525,0.011764224780982248,0.011764224780982248,0.18383806448967632,0.06917909548007414,0.06917909548007414,-0.28229921112754547,-16.835655148845763,-0.09846114663786912,-0.21312011564747133,-0.21312011564747133,-16.93411629548363,-17.048775264493234,-17.048775264493234,-1.4754715850822753,-0.9669601728468429,-0.7481123348233402,0.5111517379645607,4.13263863654601,-0.9624135492697783,-0.4550135396449595,-0.236165577447172,3.118427995008889,3.625828004633708,3.8446759668314954,1.6593096495719517,1.036139268326917,0.8172914303034143,-0.7934509490921062,-20.968293785391772,0.8639524026319092,0.24189342399748817,0.023045461799700684,-20.05254429049252,-20.67460326912694,-20.89345123132473
BEN,Benin,0.3436365713045683,1.2590843972599386,0.0014305541,0.0002168439,0.0002168439,-0.00308360075,-0.0018500087716997863,-0.0016530466673828365,-0.0028667568549679296,-0.0028667568549679296,-0.003503055439082623,-0.0047167656266677155,-0.0047167656266677155,0.0018011883248597758,0.000273024764875952,0.000273024764875952,-0.003882513591704045,-0.0023293171792412247,-0.002081325266844269,-0.0036094888268280926,-0.0036094888268280926,-0.004410642446085493,-0.005938806006069317,-0.005938806006069317,0.9026848662870673,0.13682929206988584,0.13682929206988584,-1.9457633685572162,-1.1673623115712934,-1.043078502270149,-1.8089340764873305,-1.8089340764873305,-2.2104408138414424,-2.9762963880586235,-2.9762963880586235,4.253747273245505,2.788526914571888,2.1573812557950234,-1.4708140056361316,-11.94948652660083,2.7774354621118325,1.3154205011802973,0.6842744842913242,-9.022670973659464,-10.484685934590999,-11.115831951479972,-3.351062406958438,-2.6516976225020024,-2.0205519637251377,-0.4749493629210846,10.782124215029537,-3.8205139643819814,-3.124354577667628,-2.4932085607786547,6.8122301598180215,7.508389546532376,8.139535563421349
BES,"Bonaire, Saint Eustatius and Saba",,,,,,,-2.776293646447545e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,1.102244468212849,4.038623731531878,0.0036377665,0.0,0.0,-0.0048764097499999996,-0.0012476674281289878,-0.001238643284455299,-0.0048764097499999996,-0.0048764097499999996,-0.002486310712584287,-0.006124077178128988,-0.006124077178128988,0.01469156997751967,0.0,0.0,-0.01969398414102343,-0.005038859284301074,-0.005002414163503761,-0.01969398414102343,-0.01969398414102343,-0.010041273447804836,-0.024732843425324506,-0.024732843425324506,2.2853326500090194,0.0,0.0,-3.0634782419515876,-0.7838147766940321,-0.7781455919425679,-3.0634782419515876,-3.0634782419515876,-1.5619603686366001,-3.84729301864562,-3.84729301864562,13.635353419218012,8.945321089684603,6.920865503298069,-4.710524555872722,-38.3314596364744,8.907194439463709,4.227442962132546,2.202986708511453,-28.945115442510172,-33.62486691984134,-35.64932317346243,-11.350020769208992,-8.945321089684603,-6.920865503298069,1.647046313921134,37.54764485978037,-9.685340031406277,-7.290921204084134,-5.266464950463041,27.38315507387357,29.77757390119572,31.80203015481681
BGD,Bangladesh,2.6401581707094275,9.673539537479344,0.0069338297,0.0017850398,0.0017850398,-0.0015290295,-0.023399082531410938,0.0054048002471404075,0.00025601028531807655,0.00025601028531807655,-0.01799428228427053,-0.023143072246092862,-0.023143072246092862,0.06707467620511313,0.017267652939248056,0.017267652939248056,-0.014791127322222274,-0.22635195000834596,0.052283548882890864,0.0024765256170257814,0.0024765256170257814,-0.1740684011254551,-0.2238754243913202,-0.2238754243913202,4.3169275698813765,1.1113465059843353,1.1113465059843353,-0.9519572652377493,-14.568016258466136,3.3649703046436277,0.15938924074658603,0.15938924074658603,-11.203045953822508,-14.40862701771955,-14.40862701771955,32.62828289969793,21.409070373144008,16.55998007441671,-11.315295335172882,-91.5993932987508,21.270749308726394,10.076161349110176,5.227069452185001,-69.18095745058632,-80.37554541020253,-85.22463730712771,-28.311355329816553,-20.29772386715967,-15.448633568432376,10.363338069935132,77.03137704028467,-17.905779004082767,-9.91677210836359,-5.0676802114384145,57.97791149676381,65.96691839248298,70.81601028940815
BGR,Bulgaria,-0.03850330115780805,-0.14107609544220867,0.0037478432,0.0023606052,0.0023606052,0.0008913600000000001,-0.01203644662468674,0.004639203205928802,0.0032519651690876483,0.0032519651690876483,-0.0073972434187579384,-0.008784481455599093,-0.008784481455599093,-0.0005287310858220451,-0.0003330249601355802,-0.0003330249601355802,-0.00012574958843336714,0.001698054892809357,-0.0006544806742554122,-0.00045877454856894733,-0.00045877454856894733,0.001043574218553945,0.0012392803442404098,0.0012392803442404098,2.370150373374921,1.4928557347471239,1.4928557347471239,0.5636994721309064,-7.6118948670208955,2.9338498455058275,2.05655520687803,2.05655520687803,-4.678045021515068,-5.555339660142866,-5.555339660142866,-0.47629088279959514,-0.31214247875091766,-0.24142475199323127,0.16536044501284833,1.3374619858115306,-0.31031444718121337,-0.1465251575719969,-0.0758074075066561,1.0104100109499692,1.1741993005591855,1.2449170506245264,2.8464412561745163,1.8049982134980416,1.7342804867403552,0.39833902711805813,-8.949356852832427,3.244164292687041,2.203080364450027,2.1323626143846863,-5.688455032465037,-6.729538960702051,-6.800256710767393
BHR,Bahrain,,,,,,1.64e-07,-0.009262178056829377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,The Bahamas,0.020951220264942203,0.07676527105074825,0.0001848252,2.6771642e-07,2.6771642e-07,4.626e-06,-0.0006323467940397797,0.00018945119953977317,4.893716416146868e-06,4.893716416146868e-06,-0.0004428955945000065,-0.0006274530776236328,-0.0006274530776236328,1.4188156539679318e-05,2.0551323250249247e-08,2.0551323250249247e-08,3.5511614388076143e-07,-4.854227304253536e-05,1.454327268356008e-05,3.756674671310107e-07,3.756674671310107e-07,-3.3999000358975285e-05,-4.8166605575404356e-05,-4.8166605575404356e-05,0.11684390029737941,0.00016924656547985994,0.00016924656547985994,0.0029244923534323627,-0.39976077905032525,0.11976839265081178,0.0030937389189122223,0.0030937389189122223,-0.27999238639951346,-0.396667040131413,-0.396667040131413,0.25944286859424814,0.17003067624454773,0.13155027000967015,-0.08991130807726493,-0.7286431838678457,0.16919636351034803,0.07997959084615225,0.041499171928627045,-0.5503392472773533,-0.6395560199415491,-0.6780364388590743,-0.14259896829686874,-0.16986142967906787,-0.13138102344419028,0.0928358004306973,0.3288824048175204,-0.04942797085953625,-0.07688585192724003,-0.03840543300971482,0.2703468608778398,0.24288897981013607,0.28136939872766126
BIH,Bosnia and Herzegovina,-0.019711772450885234,-0.07222393426004352,0.0017871088,0.0012239988,0.0012239988,-6.7666e-05,-0.005664257168264172,0.0017194428348329066,0.0011563328427609204,0.0011563328427609204,-0.003944814333431266,-0.004507924325503252,-0.004507924325503252,-0.00012907203100251483,-8.840201195393407e-05,-8.840201195393407e-05,4.887104735640105e-06,0.0004090949373526918,-0.00012418492626687473,-8.351490721829395e-05,-8.351490721829395e-05,0.00028491001108581714,0.00032558003013439786,0.00032558003013439786,1.1300514138853852,0.77397727317787,0.77397727317787,-0.04278757817182298,-3.5817078942513514,1.0872638357135622,0.731189695006047,0.731189695006047,-2.4944440585377894,-2.850518199245305,-2.850518199245305,-0.2439788226710253,-0.15988348766418617,-0.12367953381674546,0.08458704707379384,0.6851741460811672,-0.159076417641799,-0.07516493747929645,-0.03896097169949756,0.517528947916545,0.6014404280790476,0.6376443938588465,1.3740302365564105,0.9338607608420562,0.8976568069946155,-0.12737462524561682,-4.2668820403325185,1.2463402533553611,0.8063546324853434,0.7701506667055446,-3.011973006454334,-3.4519586273243523,-3.4881625931041516
BIR,Bir Tawil,,,-1.047287e-06,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,-0.21607765169916165,-0.7917085158257283,0.006612721,0.005500083,0.005500083,-0.0016868745,-0.01658627358677454,0.004925846399283886,0.003813208357906818,0.003813208357906818,-0.011660427187490656,-0.012773065228867723,-0.012773065228867723,-0.005235347448741821,-0.004354462436351937,-0.004354462436351937,0.0013355129067792676,0.013131494044464752,-0.003899834541962553,-0.0030189495295726695,-0.0030189495295726695,0.0092316595025022,0.010112544514892081,0.010112544514892081,4.18621243116781,3.4818519612276244,3.4818519612276244,-1.067883418833647,-10.50001440151891,3.118329012334163,2.4139685423939774,2.4139685423939774,-7.3816853891847485,-8.086045859124933,-8.086045859124933,-2.670640761224423,-1.7492347226847913,-1.3523721194322615,0.9259492624999008,7.502134681673251,-1.7412345737265509,-0.8218439046955978,-0.4249811706422513,5.666970352116246,6.5863610211472,6.983223755200546,6.856853192392233,5.231086683912416,4.834224080659886,-1.9938326813335479,-18.002149083192162,4.859563586060714,3.2358124470895753,2.8389497130362287,-13.048655741300994,-14.672406880272133,-15.06926961432548
BLZ,Belize,0.012153739515692636,0.04453130158549782,0.0011134244,0.0007092984,0.00060504954,-0.001662854,-0.00016299665724354412,-0.0005494295731239916,-0.0009535555839591623,-0.001057804456917286,-0.0007124262303675356,-0.0011165522412027065,-0.0012208011141608302,4.95822389458756e-05,3.158598167883045e-05,2.6943643677183998e-05,-7.404905296665139e-05,-7.2584533011402805e-06,-2.4466814020775796e-05,-4.2463071287820946e-05,-4.71054092894674e-05,-3.1725267321916073e-05,-4.9721524588961226e-05,-5.436386259060768e-05,0.7039272049449434,0.4484313792866916,0.3825233427924962,-1.05128658954944,-0.10304945587617707,-0.3473593846044967,-0.6028552102627486,-0.668763246756944,-0.4504088404806738,-0.7059046661389258,-0.7718127026331211,0.15046066990863552,0.09860270586359171,0.07628497824611173,-0.05208302285399384,-0.42270460819516015,0.09818320211672496,0.04643859977301951,0.024120867468198755,-0.31923813047747035,-0.3709827328211758,-0.39330046512599653,0.5534665350363079,0.34982867342309987,0.3062383645463845,-0.9992035666954463,0.31965515231898306,-0.4455425867212217,-0.6492938100357681,-0.6928841142251427,-0.13117071000320346,-0.33492193331775,-0.37851223750712454
BMU,Bermuda,,,,,,,-0.0001577855836550312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia,0.3248976442973221,1.190424968705388,0.029639699,0.025496826,0.016910939,-0.015615539500000001,-0.005684400592175886,0.014024159065006255,0.009881286075828551,0.0012953990460615149,0.00833975847283037,0.004196885483652666,-0.004389001546114371,0.035283837236684705,0.030352057788192444,0.02013120348947402,-0.01858912812060525,-0.006766852397049868,0.016694709116079457,0.01176292966758719,0.0015420753688687684,0.009927856719029588,0.0049960772705373215,-0.0052247770281811,18.704793410247348,16.090340931336097,10.672025263135552,-9.85453477863315,-3.587267883461864,8.8502586316142,6.235806152702949,0.8174904845024024,5.262990748152336,2.648538269241085,-2.7697773989594614,3.9882042290511186,2.606371437046582,2.0198635526889546,-1.3756903670205882,-11.293301699613709,2.6073159359923936,1.2285134066341694,0.6420054165133557,-8.544751553795551,-9.923554083153777,-10.51006207327459,14.716589181196229,13.483969494289516,8.652161710446597,-8.478844411612561,7.7060338161518445,6.242942695621806,5.00729274606878,0.17548506798904662,13.807742301947886,12.572092352394861,7.740284674315128
BRA,Brazil,6.0491164260022545,22.16396258487226,0.2816678,0.24154212,0.1254366,-0.30940928925,-0.13617688005776302,-0.027741490492446896,-0.06786717344246673,-0.18397268522702026,-0.1639183705502099,-0.20404405350022975,-0.3201495652847833,6.242874553025736,5.35353041742905,2.78017219833876,-6.857735910348918,-3.018219274524897,-0.6148613573231825,-1.504205492919869,-4.077563712010158,-3.6330806318480793,-4.5224247674447655,-7.095782986535055,171.8451817498579,147.36455134127297,76.52871968857205,-188.77023138888288,-83.08134904621348,-16.925049639025,-41.40568004760992,-112.24151170031082,-100.00639868523848,-124.4870290938234,-195.3228607465243,68.66855981277529,43.73838218817206,35.20153137253921,-19.101698220784424,-207.37244219289406,49.470081374876465,24.596327243852155,16.05947177563044,-155.27278749372272,-180.14654162474704,-188.68339709296876,103.1766219370826,103.6261691531009,41.327188316032846,-169.66853316809846,124.29109314668058,-66.39513101390146,-66.00200729146208,-128.30098347594125,55.26638880848424,55.65951253092365,-6.639463653555538
BRB,Barbados,,,,,,1.327325e-05,-0.0004259960812013312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
